0000000000000001	-7.37385
0000000000000010	-3.56226
0000000000000011	0.0667221
0000000000000100	-16.1865
0000000000000101	-0.338237
0000000000000110	-1.70094
0000000000001000	-8.92737
0000000000001001	-3.51706
0000000000001010	0.0967639
0000000000001100	-1.16152
0000000000010000	-7.70359
0000000000010001	-2.93331
0000000000010010	0.0488716
0000000000010100	-2.42318
0000000000011000	0.0814037
0000000000100000	-2.11046
0000000000100001	0.107536
0000000000100010	0.00382914
0000000000100100	-0.0599152
0000000000101000	0.041758
0000000000110000	-0.176362
0000000001000000	-4.21509
0000000001000001	0.262119
0000000001000010	0.00640427
0000000001000100	-2.50958
0000000001001000	0.0010695
0000000001010000	-0.0495359
0000000001100000	-0.0239565
0000000010000000	-2.44422
0000000010000001	-0.174786
0000000010000010	0.0566103
0000000010000100	-0.00215015
0000000010001000	-0.0665172
0000000010010000	-0.0157284
0000000010100000	0.0455045
0000000011000000	-0.0117986
0000000100000000	-1.96363
0000000100000001	-0.124888
0000000100000010	-0.0608143
0000000100000100	-0.000912808
0000000100001000	-0.0458967
0000000100010000	-0.0540091
0000000100100000	0.0096521
0000000101000000	0.0304317
0000000110000000	0.0428829
0000001000000000	-1.30903
0000001000000001	0.0055492
0000001000000010	-0.0347567
0000001000000100	0.251849
0000001000001000	0.0467318
0000001000010000	0.00132316
0000001000100000	-0.0591915
0000001001000000	-0.0291163
0000001010000000	0.0343066
0000001100000000	0.0367334
0000010000000000	-1.76086
0000010000000001	-0.0904948
0000010000000010	0.143129
0000010000000100	0.236201
0000010000001000	0.0239133
0000010000010000	0.0271521
0000010000100000	0.0329197
0000010001000000	-0.00248327
0000010010000000	-0.0622623
0000010100000000	0.0462633
0000011000000000	0.0437352
0000100000000000	-2.59632
0000100000000001	-0.189092
0000100000000010	-0.0192601
0000100000000100	-0.103517
0000100000001000	0.0899597
0000100000010000	0.0473032
0000100000100000	-0.0381507
0000100001000000	-0.115065
0000100010000000	-0.0282337
0000100100000000	-0.0131031
0000101000000000	0.130651
0000110000000000	0.110728
0001000000000000	-2.39228
0001000000000001	-0.124543
0001000000000010	0.0316982
0001000000000100	0.0261591
0001000000001000	0.0385808
0001000000010000	0.0438214
0001000000100000	0.0163366
0001000001000000	-0.0230872
0001000010000000	-0.00565039
0001000100000000	0.00276846
0001001000000000	0.0246234
0001010000000000	0.00652631
0001100000000000	-0.218084
0010000000000000	-2.22
0010000000000001	0.0403579
0010000000000010	0.0248014
0010000000000100	0.314277
0010000000001000	0.227399
0010000000010000	0.100596
0010000000100000	0.0108988
0010000001000000	0.0256028
0010000010000000	-0.0417409
0010000100000000	0.0938484
0010001000000000	0.0934411
0010010000000000	0.0528826
0010100000000000	-0.176333
0011000000000000	-0.149244
0100000000000000	-2.72327
0100000000000001	-0.0874043
0100000000000010	-0.0252539
0100000000000100	-0.544752
0100000000001000	-0.0579375
0100000000010000	-0.0913353
0100000000100000	-0.00526498
0100000001000000	-0.0265381
0100000010000000	-0.0813898
0100000100000000	0.0285903
0100001000000000	-0.0367706
0100010000000000	-0.28347
0100100000000000	0.0763953
0101000000000000	-0.0013109
0110000000000000	0.0612588
1000000000000000	-2.42856
1000000000000001	0.101007
1000000000000010	0.0615125
1000000000000100	-0.213363
1000000000001000	0.01203
1000000000010000	-0.122026
1000000000100000	0.0422178
1000000001000000	0.0149477
1000000010000000	0.0185752
1000000100000000	-0.0544509
1000001000000000	0.0631984
1000010000000000	0.010997
1000100000000000	-0.105775
1001000000000000	-0.0423503
1010000000000000	-0.0826781
1100000000000000	-0.0941909
